introgression_tract,overlapping_gene,gene_name,overlapping_bases,gene_length,percent_introgressed,gene_coordinates,gene_info
NW-022145598.1:32277222-32296461,LOC115923130,uncharacterized LOC115923130,3636,3636,100.0,NW_022145598.1:32278863-32282499, Manually curated
NW-022145594.1:45297338-45316518,LOC105442001,uncharacterized protein K02A2.6-like,4900,4056,82.77551020408164,NW_022145594.1:45296494-45301394, SPU_012769|SPU_009524|Sp-PolppL_82|SPU_014996|pol polyprotein-like-82|Sp-PolypL_9|SPU_014997|polyprotein-like-9 Manually curated
NW-022145613.1:28665922-28685047,LOC105443437,uncharacterized LOC105443437,15187,15187,100.0,NW_022145613.1:28668110-28683297, Manually curated
NW-022145604.1:16258667-16277684,LOC576942,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1,60286,19017,31.544637229207446,NW_022145604.1:16251021-16311307, Manually curated
NW-022145594.1:31225593-31244606,LOC105440111,uncharacterized LOC105440111,20280,17329,85.44871794871794,NW_022145594.1:31227277-31247557, SPU_028630|Sp-Nlr107|SPU_028433|Sp-Nlr129 Manually curated
NW-022145601.1:210616-229588,LOC756047,"arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2",48396,10310,21.30341350524837,NW_022145601.1:219278-267674," SPU_004016|Sp-Acap2|SPU_019551|ArfGAP with coiled-coil|ankyrin repeat and PH domains 2; centaurin|beta 2|SPU_018118|Sp-Acap2_1|SPU_018120|ankyrin repeat and PH domains 2-1; centaurin|beta 2-1|ArfGAP with coiled-coil, ankyrin repeat and PH domains 2|centaurin, beta 2|ArfGAP with coiled-coil, ankyrin repeat and PH domains 2-1|centaurin, beta 2-1|LOC110976486 Manually curated"
NW-022145600.1:36758677-36777508,LOC115924201,uncharacterized LOC115924201,14103,13357,94.71034531659932,NW_022145600.1:36764151-36778254," fucosyltransferase 8 (alpha (1,6) fucosyltransferase)-4 |Sp-Fut8-4|SPU_026505 Manually curated"
NW-022145606.1:38858131-38876942,LOC582791,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C-like,7720,2910,37.69430051813472,NW_022145606.1:38853321-38861041," Sp-Unc44_212| ankyrin2,3/unc44-212|SPU_008171 Manually curated"
NW-022145611.1:37254708-37273510,LOC578993,ankyrin repeat and EF-hand domain-containing protein 1,7247,1485,20.491237753553193,NW_022145611.1:37248946-37256193, Manually curated
NW-022145611.1:37254708-37273510,LOC115929729,mitochondrial ribonuclease P catalytic subunit-like,15311,13739,89.73287179152244,NW_022145611.1:37259771-37275082, Manually curated
NW-022145603.1:30971225-30989924,LOC100890469,putative ankyrin repeat protein RF_0381,2202,2202,100.0,NW_022145603.1:30982733-30984935, Manually curated
NW-022145603.1:30971225-30989924,LOC105438579,uncharacterized LOC105438579,20817,3704,17.7931498294663,NW_022145603.1:30954112-30974929, Sp-Bcnt2|SPU_021101|bucentaur-2 Manually curated
NW-022145602.1:3442639-3461323,LOC584110,uncharacterized LOC584110,156611,18684,11.930196474066317,NW_022145602.1:3385696-3542307, Sp-Fn3_8|SPU_001463|Sp-PppL_206|SPU_017131|pol polyprotein like-206|SPU_007106|Sp-Ckap5|SPU_026481|cytoskeleton associated protein 5|KIAA0097 protein|Sp-Fn3f_46|SPU_028131|Sp-Fn3_10|SPU_024777|Sp-Fn3_22|SPU_005960|Sp-Gagpol_1|SPU_015891|gag-pol polyprotein-1|Sp-Fn3f_60|SPU_022641 Manually curated
NW-022145603.1:10903124-10921775,LOC115925515,uncharacterized LOC115925515,4158,2687,64.62241462241462,NW_022145603.1:10901653-10905811, Manually curated
NW-022145603.1:10903124-10921775,LOC584124,Rieske domain-containing protein-like,4669,4669,100.0,NW_022145603.1:10910063-10914732, Sp-Rfesd| Rieske (Fe-S) domain containing|SPU_004675 Manually curated
NW-022145603.1:10903124-10921775,LOC115925516,putative threonine dehydratase,10138,3272,32.274610376800155,NW_022145603.1:10918503-10928641, SPU_004676 Manually curated
NW-022145600.1:1348956-1367511,LOC105438717,uncharacterized LOC105438717,5082,5082,100.0,NW_022145600.1:1351551-1356633, SPU_023913 Manually curated
NW-022145600.1:1348956-1367511,LOC100889585,uncharacterized LOC100889585,14502,8562,59.04013239553165,NW_022145600.1:1343016-1357518, pol polyprotein-like-10; calpain-like|Sp-Hypp_2718|SPU_024239|hypothetical protein-2718|Sp-PolppL_10|SPU_001815|pol polyprotein-like-10|calpain-like|Sp-Hypp_1918|SPU_010435|hypothetical protein-1918 Manually curated
NW-022145606.1:40304794-40323296,LOC105438533,uncharacterized LOC105438533,1388,1388,100.0,NW_022145606.1:40318131-40319519, Manually curated
NW-022145606.1:40304794-40323296,LOC105438532,uncharacterized LOC105438532,6712,3164,47.13945172824792,NW_022145606.1:40320132-40326844, Sp-Nlr196|SPU_011097|NACHT and LRR containing protein Manually curated
NW-022145611.1:7294557-7313030,LOC752338,ppp1cb,17385,252,1.449525452976704,NW_022145611.1:7277424-7294809,"['protein phosphatase 1 catalytic subunit beta', ' ppp1cc|PP-1B|Sp-Ppp1cb|Sp-Ppp1cb_1|LOC752338|SPU_017759|SPU_001788|protein phosphatase 1 catalytic subunit gamma|LOC110974210 Manually curated']"
NW-022145611.1:7294557-7313030,LOC100891805,catechol O-methyltransferase,9142,8758,95.79960621308248,NW_022145611.1:7304272-7313414, SPU_021565 Manually curated
NW-022145607.1:6370080-6388481,LOC115928336,5'-nucleotidase domain-containing protein 1-like,7507,4096,54.56240841880911,NW_022145607.1:6384385-6391892, Sp-Ona13|SPU_011845|alpha3-fucosyltransferase Manually curated
NW-022145594.1:2927226-2945605,LOC105440324,protein NLRC5-like,12888,1519,11.786157666045934,NW_022145594.1:2915857-2928745, SPU_000580|Sp-Srcr3|SPU_000015|Sp-Nlr94 Manually curated
NW-022145606.1:48926767-48945137,LOC105439103,uncharacterized LOC105439103,16192,16192,100.0,NW_022145606.1:48928566-48944758, Manually curated
NW-022145600.1:15017501-15035870,LOC577011,thoc3,11750,154,1.3106382978723403,NW_022145600.1:15035716-15047466,"['THO complex 3', ' LOC577011|Sp-Th0c3|SPU_003541|TH0 complex 3|THO complex subunit 3|LOC110989486 Manually curated']"
NW-022145597.1:30885892-30904256,LOC115922883,transmembrane protein 254-like,3777,3777,100.0,NW_022145597.1:30894883-30898660, Manually curated
NW-022145605.1:8938745-8957093,LOC590935,phosphatidylinositol 4-kinase alpha,43927,18348,41.76929906435677,NW_022145605.1:8928790-8972717," phosphoinositol 4-kinase|Sp-Pi4k| phosphatidylinositol 4-kinase, catalytic, alpha polypeptide |Sp-Pi4ka|SPU_023313|SPU_004809|PI4-kinase p110 subunit Manually curated"
NW-022145606.1:3881379-3899702,LOC105438403,uncharacterized LOC105438403,2260,2260,100.0,NW_022145606.1:3892170-3894430, Manually curated
NW-022145613.1:39007128-39025450,LOC756129,acidic repeat-containing protein,2223,2223,100.0,NW_022145613.1:39007200-39009423, Sp-Hypp_1926|SPU_010594|hypothetical protein-1926 Manually curated
NW-022145613.1:39007128-39025450,LOC105446195,pre-mRNA-splicing factor CWC22 homolog,22217,10222,46.009812305891884,NW_022145613.1:39015228-39037445, Sp-Cwc22|SPU_010596|CWC22 spliceosome-associated protein homolog Manually curated
NW-022145606.1:20830453-20848763,LOC100889591,semaphorin-4A,37596,18310,48.701989573358865,NW_022145606.1:20812804-20850400, Manually curated
NW-022145609.1:22549951-22568251,LOC105447088,uncharacterized LOC105447088,3117,3117,100.0,NW_022145609.1:22556610-22559727," monocarboxylate transporter-like|solute carrier family 16, member 3 (monocarboxylic acid transporter 4)-like|Sp-Slc16a3L|SPU_028790 Manually curated"
NW-022145606.1:44956823-44975099,LOC115927745,toll-like receptor 3,2679,2679,100.0,NW_022145606.1:44972206-44974885, Sp-Tlr022|SPU_004360 Manually curated
NW-022145607.1:38338521-38356793,LOC582862,cystatin-B,6162,94,1.525478740668614,NW_022145607.1:38332453-38338615, SPU_002693 Manually curated
NW-022145607.1:38338521-38356793,LOC590636,rwdd1,12284,11830,96.30413546076197,NW_022145607.1:38344963-38357247,"['RWD domain containing 1', ' Sp-Rwdd1|SPU_002942|RWD domain containing 1|LOC590636|RWD domain-containing protein 1|LOC110978858 Manually curated']"
NW-022145613.1:1687715-1705957,LOC574972,probable ATP-dependent RNA helicase DHX58,14033,10062,71.70241573434049,NW_022145613.1:1695895-1709928, Manually curated
NW-022145607.1:17215762-17233907,LOC764886,cyclin-dependent kinase 8,17134,15613,91.12291350531108,NW_022145607.1:17214241-17231375, Sp-Cdk8|SPU_001690|EC 2.7.1.37|Protein kinase K35|SPU_023805|SPU_001689 Manually curated
NW-022145607.1:11147517-11165625,LOC115928144,cytochrome b-245 heavy chain-like,21147,11771,55.66274176006053,NW_022145607.1:11153854-11175001," Sp-Cybb|SPU_018924|Cytochrome B-245 heavy chain (P22 phagocyte B-cytochrome) (Neutrophil cytochrome B|91 kDa polypeptide) (CGD91-PHOX) (GP91-PHOX) (GP91-1) (Heme binding membrane glycoprotein GP91PHOX) (Cytochrome B(558) beta chain) (Superoxide-generating NADPH oxidase heavy chain subunit) (NADPH oxidase 2) (NOX2)|P22 phagocyte B-cytochrome|Neutrophil cytochrome B, 91 kDa polypeptide|CGD91-PHOX|GP91-PHOX|GP91-1|Heme binding membrane glycoprotein GP91PHOX|Cytochrome B(558) beta chain|Superoxide-generating NADPH oxidase heavy chain subunit|NADPH oxidase 2|NOX2|Cytochrome B-245 heavy chain Manually curated"
NW-022145596.1:21078919-21097025,LOC115918502,carbohydrate sulfotransferase 14-like,21053,18106,86.00199496508812,NW_022145596.1:21078269-21099322, SPU_015822|Sp-Chst14_2|SPU_015598|Sp-Chst14|carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 14|dermatan 4 sulfotransferase 1 Manually curated
NW-022145609.1:35842892-35860980,LOC582793,E3 ubiquitin-protein ligase MIB2-like,5110,2650,51.85909980430529,NW_022145609.1:35840432-35845542, Sp-MibL15_2|SPU_012534 Manually curated
NW-022145609.1:35842892-35860980,LOC115928897,E3 ubiquitin-protein ligase MIB2-like,6009,6009,100.0,NW_022145609.1:35854747-35860756, Manually curated
NW-022145609.1:35842892-35860980,LOC105440427,E3 ubiquitin-protein ligase MIB2-like,9014,242,2.6847126691812733,NW_022145609.1:35860738-35869752, Sp-MibL23|mindbomb-like|Sp-MibL15|Sp-MibL24|Sp-MibL15_1|mindbomb-like (duplicate)|Mib1/2-like|SPU_010662|Sp-Mib2_6|SPU_013455|-6|mindbomb homolog 2|Sp-Mib2_5|SPU_012535|-5|Sp-Mib2L_1|SPU_019798|-like-1|Sp-Mib2_9|SPU_022994|-9 Manually curated
NW-022145596.1:20261215-20279299,LOC115922106,glutamate receptor 1-like,9701,4139,42.66570456653953,NW_022145596.1:20255653-20265354, SPU_024978|Sp-Glur2_1 Manually curated
NW-022145596.1:20261215-20279299,LOC115918475,glutamate receptor 1-like,17690,13781,77.90276992651215,NW_022145596.1:20265518-20283208, SPU_014648|Sp-Glur1_1|AMPA glutamate receptor Manually curated
NW-022145614.1:8984995-9003067,LOC115920320,haloacid dehalogenase-like hydrolase domain-containing protein 2,5163,2411,46.69765640131706,NW_022145614.1:8982243-8987406, Manually curated
NW-022145614.1:8984995-9003067,LOC591431,transcription and mRNA export factor ENY2,3869,3869,100.0,NW_022145614.1:8989446-8993315, Manually curated
NW-022145614.1:8984995-9003067,LOC115918364,protein FAN-like,34091,4917,14.423161538235899,NW_022145614.1:8998150-9032241, Sp-Nsmafl|SPU_010706|N-SMase|activation associated factor|neutral sphingomyelinase Manually curated
NW-022145606.1:22552462-22570515,LOC105442431,uncharacterized LOC105442431,4553,2209,48.51746101471557,NW_022145606.1:22550118-22554671, Manually curated
NW-022145612.1:35508393-35526429,LOC587197,"probable dTDP-glucose 4,6-dehydratase",45745,12476,27.272926002841842,NW_022145612.1:35513953-35559698, Sp-NehL|NAD-dependent epimerase/hydratase-like |Nasonia vitripennis|SPU_024827|LOC110984522 Manually curated
NW-022145607.1:27168683-27186709,LOC753513,PEST proteolytic signal-containing nuclear protein,7289,3010,41.29510220880779,NW_022145607.1:27164404-27171693, Sp-Pcnp|SPU_022594|PEST proteolytic signal containing nuclear protein Manually curated
NW-022145596.1:3505037-3523053,LOC115918508,uncharacterized LOC115918508,23241,18016,77.518179080074,NW_022145596.1:3500282-3523523, SPU_013379|Sp-Kiaa1456L|KIAA1456 protein-like|human chromosome 8 open reading frame 79-like Manually curated
NW-022145612.1:1221074-1239080,LOC115919266,plexin-B2-like,1078,1078,100.0,NW_022145612.1:1221862-1222940, Sp-PlxnaL_1|SPU_022297|plexin A-like-1 Manually curated
NW-022145612.1:1221074-1239080,LOC115919267,plexin-A4-like,17855,14699,82.32427891346961,NW_022145612.1:1224381-1242236, Sp-Hypp_2848|SPU_026504|hypothetical protein-2848 Manually curated
NW-022145612.1:42107279-42125255,LOC585629,uncharacterized LOC585629,37078,17976,48.48157937321322,NW_022145612.1:42090146-42127224, Sp-Gnn|SPU_004778|tetratricopeptide repeat protein GNN|Grp94 neighboring nucleotidase-like|Sp-PppL_109|SPU_016730|pol polyprotein like-109|Sp-PolppL_41|SPU_004976|pol polyprotein-like-41|LOC110983816 Manually curated
NW-022145609.1:16373664-16391626,LOC581603,"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",5250,1258,23.961904761904762,NW_022145609.1:16369672-16374922," Sp-St6galnac5_4| alpha-2,6-sialyltransferase| ST6GalNAc V |SPU_028101 Manually curated"
NW-022145609.1:16373664-16391626,LOC593961,"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5-like",9155,3891,42.5013653741125,NW_022145609.1:16387735-16396890, Sp-St6galnac5_3| alpha-2 6-sialyltransferase|SPU_010213 Manually curated
NW-022145609.1:21838152-21856102,LOC115928582,splicing regulatory glutamine/lysine-rich protein 1-like,22641,16238,71.71944702089131,NW_022145609.1:21839864-21862505, Manually curated
NW-022145603.1:12460561-12478498,LOC373433,scavenger receptor cysteine-rich protein,35472,17937,50.56664411366712,NW_022145603.1:12455636-12491108, Sp-Srcr18|SPU_001727|SPU_005001|SPU_012411|SPU_027372 Manually curated
NW-022145605.1:18247559-18265434,LOC100891720,zinc finger protein 271,47209,17875,37.86354296850177,NW_022145605.1:18226147-18273356, Sp-PolypL_942|SPU_012592|polyprotein-like-42 Manually curated
NW-022145613.1:6493224-6511095,LOC105440281,uncharacterized LOC105440281,24428,17871,73.15785164565253,NW_022145613.1:6486857-6511285, Sp-Hypp_2256|SPU_016290|hypothetical protein-2256 Manually curated
NW-022145611.1:42765544-42783369,LOC580986,mrps10,10542,9569,90.77025232403719,NW_022145611.1:42764571-42775113,"['mitochondrial ribosomal protein S10', ' SPU_018851|LOC580986|28S ribosomal protein S10, mitochondrial|LOC110978364 Manually curated']"
NW-022145611.1:42765544-42783369,LOC581052,dnal1,9362,8077,86.27430036317027,NW_022145611.1:42775292-42784654,"['dynein axonemal light chain 1', ' LOC581052|Sp-Dlc2|SPU_018854|DLC2|dynein light chain 1, axonemal|LOC110978413 Manually curated']"
NW-022145594.1:39872312-39890128,LOC105439522,uncharacterized LOC105439522,5931,4964,83.69583544090372,NW_022145594.1:39871345-39877276, SPU_006456|Sp-Nlr161|Sp-Nlr188|SPU_023759|NACHT and LRR containing protein|Sp-Nlr95|SPU_019696|Sp-Nlr113|SPU_001016|Sp-Hypp_983|SPU_020661|hypothetical protein-983 Manually curated
NW-022145594.1:39872312-39890128,LOC105439649,uncharacterized LOC105439649,6305,1211,19.20697858842189,NW_022145594.1:39888917-39895222, SPU_019696|Sp-Nlr95 Manually curated
NW-022145611.1:33346889-33364702,LOC590262,SUMO-activating enzyme subunit 1,7166,2627,36.65922411387106,NW_022145611.1:33342350-33349516, Manually curated
NW-022145611.1:33346889-33364702,LOC591635,mdh1,15163,11509,75.90186638527996,NW_022145611.1:33353193-33368356,"['malate dehydrogenase 1', ' LOC591635|Sp-Mdh1|SPU_012677|malate dehydrogenase, cytoplasmic|LOC110976738 Manually curated']"
NW-022145612.1:52798052-52815833,LOC115919496,nicotinamide phosphoribosyltransferase-like,11557,6772,58.596521588647576,NW_022145612.1:52793267-52804824, Manually curated
NW-022145612.1:52798052-52815833,LOC115930019,meiosis expressed gene 1 protein homolog,3815,3815,100.0,NW_022145612.1:52809338-52813153, SPU_002300|SPU_027414 Manually curated
NW-022145612.1:52798052-52815833,LOC115930018,"long-chain specific acyl-CoA dehydrogenase, mitochondrial-like",16919,1158,6.844376145162244,NW_022145612.1:52814675-52831594, long chain|Sp-Acadl_3|Sp-Acadl_2| Acyl-Coenzyme A dehydrogenase|SPU_016280|SPU_009844|acetyl-Coenzyme A dehydrogenase Manually curated
NW-022145613.1:24850638-24868379,LOC576867,dlat,23658,17741,74.98943275002114,NW_022145613.1:24844794-24868452,"['dihydrolipoamide S-acetyltransferase', ' LOC576867|Sp-Dlat| Pyruvate dehydrogenase complex E2 subunit |PDCE2|PDC-E2| 70 kDa mitochondrial autoantigen of primary biliary cirrhosis |PBC| M2 antigen complex 70 kDa subunit |SPU_000390|SPU_020757|dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial|LOC110975296 Manually curated']"
NW-022145610.1:29264932-29282668,LOC105446374,protein lava lamp-like,50819,11666,22.955981030716856,NW_022145610.1:29271002-29321821, Sp-Hypp_2352|Sp-Hypp_2912|SPU_027585|hypothetical protein-2912|Sp-Hypp_1209|SPU_027661|hypothetical protein-1209|Sp-Hypp_1989|SPU_011568|hypothetical protein-1989|Sp-Hypp_1974|SPU_011324|hypothetical protein-1974|Sp-Hypp_861|SPU_017140|hypothetical protein-861|SPU_017699|hypothetical protein-2352 Manually curated
NW-022145599.1:9680811-9698536,LOC105444675,sacsin-like,11984,8140,67.92389853137517,NW_022145599.1:9676967-9688951, Manually curated
NW-022145612.1:29858306-29875985,LOC100893626,uncharacterized LOC100893626,28424,17679,62.19743878412609,NW_022145612.1:29851308-29879732, FAT tumor suppressor homolog 3-like |hypothetical protein-573|Sp-Hypp_573|SPU_009256 Manually curated
NW-022145595.1:26078458-26096118,LOC115921598,E3 ubiquitin-protein ligase TRIM71-like,4083,4083,100.0,NW_022145595.1:26091264-26095347, SPU_015438|SPU_010581|Sp-Ctsr|Sp-Hypp_783|SPU_013234 Manually curated
NW-022145595.1:26078458-26096118,LOC588414,inorganic pyrophosphatase,16633,589,3.5411531293212293,NW_022145595.1:26062414-26079047, SPU_017032|Sp-Ppa1 Manually curated
NW-022145609.1:2610499-2628134,LOC115918086,NADH-cytochrome b5 reductase-like,9200,3885,42.22826086956522,NW_022145609.1:2605184-2614384, SPU_022972 Manually curated
NW-022145609.1:2610499-2628134,LOC105441720,dual specificity testis-specific protein kinase 2-like,38360,223,0.5813347236704901,NW_022145609.1:2627911-2666271, Manually curated
NW-022145607.1:26378352-26395963,LOC105446824,uncharacterized LOC105446824,7648,4817,62.98378661087865,NW_022145607.1:26375521-26383169, Manually curated
NW-022145607.1:26378352-26395963,LOC115918915,brefeldin A-inhibited guanine nucleotide-exchange protein 3-like,31817,8834,27.765031272590125,NW_022145607.1:26387129-26418946, Sp-Big3|SPU_021238|brefeldin A-inhibited guanine nucleotide-exchange protein 3|Sp-Arfgef3|ARFGEF family member 3 Manually curated
NW-022145598.1:4871690-4889295,LOC105438298,galectin-3-binding protein A-like,2001,2001,100.0,NW_022145598.1:4873962-4875963, SPU_017857 Manually curated
