"Summary of tests for positive selection at the 6,520 single-copy orthologs. Also included are measures of codon bias (ENC and Nc') and GC content.  ",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Official Gene ID,Common_name,Synonyms,Best Genbank Hit,Total No. of Codons,No. of Codons Analyzed,Model M0 dN,Model M0 dS,Model M0 dN/dS,Model M0 kappa,p1M8,Model M0 lnL,Model M7 lnL,Model M8 lnL,M8 vs. M7 LRT Score,Empirical P-value,Empirical Q-value,Empirical Lfdr,Effective No. of Codons (ENC),Novembre's Nc',GC Content,3rd position GC Content,Intron GC Content,Flanking Region GC Content
SPU_025644,Sp-Gltpd1,glycoid transfer protein domain containing 1,AAH02216.1,210,154,0.0907,0.7597,0.1194,1.16414,0.12341,-1177.47,-1161.23,-1161.06,0.343994,0.374703,0.406004,1,58.68,51.8922,0.503,0.585,0.439139,0.362697
SPU_010884,Sp-Htr4L_7,5-hydroxytryptamine (serotonin) receptor 4-like-7,CAA70775.1,332,218,0.1446,0.368,0.3928,1.85883,0.29425,-1637.71,-1626.85,-1626.68,0.34397,0.374703,0.406004,1,56.24,54.8814,0.46,0.448,0.388387,0.3375
SPU_000516,Sp-Ubr4-4,ubiquitin protein ligase E3 component n-recognin 4-4,EAW94867.1,562,244,0.0339,0.412,0.08217,1.41566,0.04632,-1455.36,-1450.06,-1449.89,0.343966,0.374703,0.406004,1,55.23,49.3044,0.53,0.587,0.360661,0.39641
SPU_016265,Sp-PppL_268,pol polyprotein like-268,none,430,304,0.0305,0.4854,0.06284,3.21101,0.04746,-1868.65,-1859.24,-1859.07,0.343376,0.374791,0.406061,1,55.09,46.3014,0.536,0.649,0.373376,0.377
SPU_020402,Sp-Prodh,proline dehydrogenase (oxidase) 1 ,19924111,289,262,0.048,0.2719,0.17644,2.0197,0.16481,-1550.08,-1542.1,-1541.93,0.343286,0.374791,0.406061,1,57.99,53.0574,0.46,0.464,0.336892,0.348
SPU_000741,Sp-Recql5,RecQ protein-like 5; ATP-dependent DNA helicase Q5; DNA helicase recQ5 beta,NP_004250.1,380,122,0.0484,0.488,0.09922,1.66951,0.07771,-782.165,-771.585,-771.414,0.34212,0.375055,0.406231,1,53.86,50.4551,0.481,0.471,0.338589,0.350703
SPU_015867,Sp-Ef1ba,translation elongation factor 1B alpha,AJ973180,218,131,0.0687,0.3297,0.20823,2.08634,0.07737,-825.221,-822.762,-822.591,0.341868,0.375143,0.406287,1,53.16,46.9583,0.491,0.463,0.361656,0.392954
SPU_012046,Sp-Orctl3,organic-cation transporter like 3,4835384,520,473,0.077,0.3263,0.23599,2.05693,0.11629,-3089.25,-3082.91,-3082.74,0.34061,0.375672,0.406627,1,57.86,57.075,0.465,0.426,0.359059,0.347
SPU_022852,Sp-Efcab6L_2,EF-hand calcium binding domain 6-like-2,BAF85100.1,619,453,0.0262,0.4229,0.06207,1.44245,0.04617,-2635.14,-2624.08,-2623.91,0.339474,0.376112,0.40691,1,55.83,49.2852,0.489,0.551,0.325902,0.335335
SPU_014301,Sp-Alkbh1,"alkB, alkylation repair homolog 1 (E. coli)",AAH95784.1,488,290,0.0989,0.2593,0.38151,2.71042,0.19622,-1880.85,-1876.06,-1875.89,0.33625,0.376993,0.407474,1,54.74,51.0215,0.479,0.452,0.289157,0.3205
SPU_009709,Sp-Hypp_1866,hypothetical protein-1866,XP_001491159.2,442,245,0.0555,0.3634,0.15264,1.29245,0.05818,-1483.55,-1481.89,-1481.72,0.336168,0.376993,0.407474,1,53.51,58.9903,0.449,0.346,NULL,0.348142
SPU_023573,Sp-Mtnr1b_2,melatonin receptor 1B-2,AAI04325.1,359,273,0.0567,0.4668,0.12155,2.97446,0.04607,-1792.59,-1783.67,-1783.5,0.335962,0.376993,0.407474,1,55.87,49.4227,0.49,0.591,NULL,0.321
SPU_009115,Sp-Nup107,nucleoporin 107 kDa; nuclear pore complex protein,EAW97194.1,1005,687,0.0271,0.4434,0.06116,1.62508,0.04385,-4226.58,-4214.84,-4214.67,0.335962,0.376993,0.407474,1,54.19,50.3441,0.497,0.521,0.34928,0.3805
SPU_018046,Sp-Dhodh,"Dihydroorotate dehydrogenase, mitochondrial precursor  Dihydroorotate oxidase) (DHOdehase)",56405372,389,249,0.0464,0.2359,0.19685,4.26638,0.02916,-1454.88,-1452.63,-1452.46,0.334548,0.377433,0.407756,1,54.56,52.9131,0.492,0.471,0.324072,0.327
SPU_002447,Sp-C10orf119L,chromosome 10 open reading frame 119-like,CAG33580.1,624,202,0.018,0.3302,0.05441,2.34344,0.00747,-1147.49,-1146.15,-1145.98,0.334024,0.377609,0.407869,1,56.7,53.6671,0.481,0.502,0.347751,0.4105
SPU_027986,Sp-AkrL_1,Alcohol dehydrogenase [NADP+] (Aldehyde reductase) (Aldo-keto reductase family 1 member A1),22653628,333,215,0.0287,0.272,0.1055,1.72647,0.08415,-1198.77,-1191.52,-1191.36,0.333788,0.377874,0.408038,1,57.94,53.007,0.492,0.502,0.355843,0.3455
SPU_008041,Sp-Tbc1d9,"TBC1 domain family, member 9",XP_414602.2,885,226,0.0773,0.4795,0.16128,2.66717,0.10812,-1611.28,-1600.67,-1600.5,0.333768,0.377874,0.408038,1,54.63,48.4835,0.523,0.558,0.346657,0.346
SPU_007486,Sp-NeurL2,neutralized-like 2 (Drosophila),NP_001101272.1,276,251,0.0346,0.3906,0.08856,3.05329,0.03974,-1516.53,-1512.99,-1512.82,0.331308,0.378314,0.408319,1,51.82,49.7173,0.481,0.51,0.363901,0.372045
SPU_011821,Sp-Fbxw7L_1,F-box and WD-40 domain protein 7-like-1,EEC13723.1,595,424,0.0661,0.2745,0.2408,2.28859,0.24817,-2630.85,-2619.62,-2619.46,0.33085,0.37849,0.408432,1,57.01,56.3788,0.475,0.456,0.359199,0.3755
SPU_018791,Sp-Slc5a12_2,solute carrier family 5 member 12,63099701,645,532,0.056,0.3821,0.14662,1.72056,0.10794,-3412.18,-3395.57,-3395.41,0.330024,0.378931,0.408713,1,57.46,56.1383,0.458,0.476,0.350836,0.3565
SPU_020371,Sp-Wnt8,none,NP_999832,362,284,0.0542,0.6212,0.08717,2.23516,0.01499,-1946.56,-1924.91,-1924.75,0.329658,0.378931,0.408713,1,56.22,44.6079,0.537,0.616,0.325698,0.371327
SPU_018312,Sp-Crhr1,corticotropin releasing hormone receptor 1,NP_004373.2,368,278,0.0309,0.4703,0.06572,2.27541,0.04045,-1745.27,-1739.65,-1739.48,0.329618,0.378931,0.408713,1,57.08,49.6779,0.478,0.59,0.378983,0.3965
SPU_015467,Sp-Mcfd2,multiple coagulation factor deficiency 2,CAD38756.1,137,109,0.0576,0.2481,0.23225,2.181,0.20796,-621.865,-619.01,-618.845,0.329406,0.379019,0.408769,1,58.63,52.8765,0.465,0.477,0.331041,0.306271
SPU_026489,Sp-Tpcn3,two-pore calcium channel 3,ABY59793.1,690,504,0.043,0.3146,0.13684,2.48841,0.15314,-3015.59,-3003.93,-3003.77,0.32938,0.379019,0.408769,1,53.68,52.6535,0.429,0.478,0.341079,0.2985
SPU_018098,Sp-Unk_26,none,CAI26244,379,246,0.0852,0.3344,0.25482,2.62718,0.03543,-1635.89,-1635.52,-1635.35,0.328932,0.379195,0.408881,1,57.04,56.9343,0.449,0.413,0.350914,0.347
SPU_017059,Sp-Top3B,topoisomerase (DNA) III beta - part II,NP_003926,725,306,0.0139,0.6044,0.02305,2.26626,0.01883,-1864.42,-1860.29,-1860.12,0.328622,0.379195,0.408881,1,47.45,39.8942,0.545,0.667,0.382947,0.3725
SPU_025722,Sp-Cara12LB,none,XP_794018,127,100,0.0604,0.2828,0.21368,1.82296,0.18641,-601.015,-597.359,-597.195,0.328588,0.379371,0.408993,1,61,56.1686,0.488,0.524,0.353333,0.383
SPU_023843,Sp-Fn3/Igf_41,none,NP_989436.1,359,130,0.0765,0.841,0.09091,2.15922,0.01135,-973.3,-961.895,-961.731,0.328318,0.379371,0.408993,1,49.46,40.3329,0.533,0.655,0.354469,0.3235
SPU_002481,Sp-Slc5a9,"solute carrier family 5 (sodium/glucose cotransporter), member 9",56203824,656,484,0.0471,0.3129,0.15047,1.47996,0.0768,-2937.16,-2923.94,-2923.78,0.328122,0.379547,0.409106,1,54.04,55.0455,0.445,0.43,0.332855,0.356
SPU_007945,Sp-Hypp_1755,hypothetical protein-1755,XP_002210990.1,524,361,0.1239,0.4726,0.26218,2.55,0.01477,-2730.81,-2711.61,-2711.44,0.327726,0.379635,0.409162,1,54.66,50.5209,0.537,0.616,NULL,0.3495
SPU_003348,Sp-Dusp16,MKP-7,AAH42101,786,720,0.0246,0.2354,0.10457,3.06119,0.08994,-3995.37,-3980.18,-3980.02,0.327658,0.379635,0.409162,1,56.82,50.7926,0.507,0.514,0.367418,0.3505
SPU_021189,Sp-Ddesat,DegT/DnrJ/EryC1/StrS aminotransferase family protein,XP_001013093.1,552,417,0.1061,0.3309,0.32075,2.78685,0.29008,-2929.8,-2914.2,-2914.04,0.327428,0.379723,0.409218,1,56.86,50.3559,0.524,0.584,0.37127,0.3845
SPU_023846,Sp-Slc13a2_2,Solute carrier family 13 member 2 (Renal sodium/dicarboxylate cotransporter) (Na(+)/dicarboxylate cotransporter 1) (NaDC-1) ,23396851,253,165,0.0587,0.4102,0.14305,2.43015,0.07088,-1067.92,-1064.74,-1064.58,0.327122,0.379723,0.409218,1,54.36,45.2124,0.527,0.633,0.372343,0.344103
SPU_006795,Sp-Neura,none,NM_078418,298,280,0.031,0.2322,0.13365,4.68031,0.14018,-1568.57,-1564.94,-1564.77,0.326032,0.380252,0.409554,1,57.68,54.3312,0.489,0.453,0.337054,0.4015
SPU_019312,Sp-Gss_1,Glutathione synthetase (Glutathione synthase) (GSH synthetase) (GSH-S),1346191,429,314,0.0632,0.3433,0.18409,1.42716,0.1752,-1976.68,-1960.8,-1960.64,0.325978,0.380252,0.409554,1,57.74,54.4518,0.488,0.501,0.355519,0.349
SPU_022878,Sp-Rbm14,RNA binding motif protein 14; RRM-containing coactivator activator/modulator,EAW74552.1,247,222,0.0739,0.3031,0.2437,1.77788,0.12455,-1431.8,-1426.11,-1425.95,0.32495,0.380604,0.409778,1,52.59,49.4848,0.54,0.404,0.331195,0.3525
SPU_004740,Sp-Hypp_3125,none,none,497,375,0.0499,0.5306,0.09399,2.37313,0.04552,-2611.84,-2597.7,-2597.53,0.324654,0.38078,0.40989,1,53.37,47.8655,0.502,0.518,0.347772,0.37
SPU_021879,Sp-Nucb2,nucleobindin 2,BAF84196.1,205,122,0.0651,0.4925,0.13211,1.86258,0.00848,-794.809,-786.997,-786.835,0.324604,0.38078,0.40989,1,48.89,55.4968,0.46,0.482,0.339171,0.361026
SPU_001411,Sp-Hypp_1325,"hypothetical protein-1325; RAB9A, member RAS oncogene family-like",XP_002210972.1,530,304,0.0294,0.4499,0.06526,1.76199,0.0279,-1863.95,-1860.93,-1860.77,0.32154,0.38219,0.410784,1,55.31,47.9179,0.502,0.553,0.343691,0.3265
SPU_006071,Sp-Trim2-2,tripartite motif-containing 2-2,EAT45639.1,813,646,0.0545,0.3138,0.17383,3.20956,0.01234,-4064.08,-4049.91,-4049.75,0.320724,0.382542,0.411007,1,54.98,54.1532,0.512,0.498,NULL,0.3585
SPU_020093,Sp-Hypp_2485,hypothetical protein-2485,XP_002250280.1,300,206,0.081,0.3578,0.22625,1.66812,0.08608,-1348.68,-1346.46,-1346.3,0.32055,0.382542,0.411007,1,56.54,52.8074,0.462,0.504,0.356845,0.3865
SPU_002219,Sp-Nefl,"neurofilament, light polypeptide ",NM_010910,566,392,0.046,0.3071,0.1499,2.43428,0.09222,-2281.44,-2271.41,-2271.25,0.319996,0.382542,0.411007,1,51.52,41.5635,0.532,0.646,0.363104,0.3275
SPU_020249,Sp-Brsk,brain-selective kinase,XP_781032.1,694,529,0.0076,0.329,0.02306,1.92777,0.0107,-2908.77,-2906.9,-2906.74,0.318684,0.382806,0.411174,1,56.23,51.2096,0.498,0.515,0.369301,0.341
SPU_000859,Sp-Slc16a12_9,"solute carrier family 16 (monocarboxylic acid transporters), member 12",27370260,346,259,0.0887,0.2409,0.36836,2.29354,0.18062,-1636.34,-1631.95,-1631.79,0.31847,0.382982,0.411285,1,57.05,56.8599,0.457,0.416,0.357878,0.349812
SPU_015181,Sp-Hypp_2195,hypothetical protein-2195,ABK24998.1,373,280,0.087,0.3481,0.25002,2.55775,0.25917,-1898.46,-1888.25,-1888.09,0.317246,0.383511,0.41162,1,57.43,55.4856,0.493,0.482,0.35426,0.352
SPU_024138,Sp-Abhd4,abhydrolase domain containing 4,BAE31344.1,357,147,0.0306,0.4904,0.06237,2.68371,0.04295,-917.7,-912.642,-912.484,0.31672,0.383511,0.41162,1,56.63,49.5854,0.51,0.583,0.368691,0.3595
SPU_011964,Sp-Pqlc1,PQ loop repeat containing 1,NP_079354.2,311,208,0.0454,0.4093,0.11098,1.70791,0.05704,-1315.22,-1311.47,-1311.31,0.316168,0.383687,0.411731,1,53.1,52.7296,0.458,0.445,0.350574,0.3525
SPU_018155,Sp-Vwd/Egff_2,none,none,622,323,0.0801,0.6763,0.11846,2.41022,0.00384,-2220.27,-2192.51,-2192.35,0.31541,0.383775,0.411786,1,42.82,35.0825,0.57,0.732,0.365776,0.3455
SPU_011369,Sp-AP,aminopeptidase (Lumbricus rubellus),CAA72813.1,201,160,0.0335,0.3643,0.09207,1.4086,0.05138,-959.458,-952.183,-952.025,0.315382,0.383775,0.411786,1,56.28,50.4884,0.519,0.537,0.365472,0.376111
SPU_019856,Sp-Snx26,"Sorting Nexin 26, TCGAP",NM_052948,1256,431,0.0374,0.5184,0.07217,1.87121,0.05857,-2797.16,-2786.51,-2786.35,0.31427,0.384216,0.412064,1,57.35,48.2932,0.528,0.581,0.356023,0.355
SPU_005518,Sp-Sas10,disrupter of silencing 10 - incomplete,NP_065101 ,412,140,0.0619,0.3735,0.16575,2.7162,0.17008,-873.402,-866.315,-866.158,0.313526,0.384744,0.412397,1,53.03,50.0664,0.464,0.505,0.343808,0.372821
SPU_001309,Sp-Kpna2,"Karyopherin (Importin) alpha 2, RAG cohort protein 1, Pendulin",BC003274,520,446,0.017,0.1785,0.09543,3.65204,0.07443,-2300.45,-2295.06,-2294.91,0.312164,0.385449,0.412841,1,49.91,47.4969,0.48,0.459,0.322721,0.326053
SPU_030196,Sp-Il17-18,"Interleukin-17, Cytotoxic T-lymphocyte-associated antigen 8",none,202,137,0.1496,0.4973,0.30087,2.41668,0.08805,-1081.88,-1072.6,-1072.45,0.311424,0.385625,0.412952,1,61,53.8345,0.482,0.467,0.331778,0.3495
SPU_000189,Sp-C3orf31L,human chromosome 3 open reading frame 31-like; mitochondrial matrix protein import protein mmp37 (mitochondrial matrix protein of 37 kDa),EAW64113.1,346,198,0.0335,0.2524,0.13293,1.572,0.03675,-1083.66,-1081.4,-1081.25,0.31089,0.385625,0.412952,1,56.62,55.4601,0.444,0.455,0.337859,0.374187
SPU_014397,Sp-My1d/My1e,none,NP_056009.1,1011,666,0.027,0.4681,0.05762,1.69368,0.04032,-4051.4,-4035.95,-4035.8,0.31058,0.385625,0.412952,1,52.6,47.0758,0.483,0.569,0.357531,0.3725
SPU_011576,Sp-Nr1m2,none,NP_788303.1,573,505,0.0598,0.4117,0.14535,2.26547,0.00281,-3298.55,-3278.02,-3277.86,0.31029,0.385625,0.412952,1,55.05,47.5563,0.532,0.613,0.352819,0.363099
SPU_003645,Sp-Rae1,RAE1 RNA export 1 homolog (S. pombe),NP_001015885.1,432,281,0.0155,0.5275,0.02946,2.03532,0.03193,-1690.38,-1686.04,-1685.88,0.309028,0.385889,0.413117,1,54.85,48.1332,0.5,0.536,0.359908,0.33738
SPU_011219,Sp-Klhl2L,"kelch-like 2, Mayven (Drosophila)-like",XP_420390.2,673,271,0.1279,0.4526,0.28251,2.10882,0.00284,-2062.25,-2058.21,-2058.06,0.308116,0.386153,0.413283,1,58.8,55.7827,0.481,0.473,0.331234,0.352081
SPU_000245,Sp-Hypp_297,hypothetical protein-297,none,721,529,0.0426,0.254,0.16754,3.49309,0.00199,-3075.1,-3067.78,-3067.62,0.307976,0.386506,0.413505,1,55,49.954,0.518,0.553,0.333333,0.375
SPU_021187,Sp-Hypp_2541,hypothetical protein-2541; G protein-coupled receptor-like,XP_002210449.1,398,261,0.1396,0.3591,0.38863,2.48434,0.18513,-1925.07,-1922.39,-1922.24,0.307036,0.386946,0.413781,1,56.51,56.4286,0.459,0.466,NULL,0.374
SPU_014344,Sp-Arg,ADP-ribosylglycohydrolase (bacterial),AAZ22032.1,190,114,0.0561,0.4515,0.12416,1.54801,0.07581,-715.66,-710.892,-710.738,0.306534,0.387122,0.413891,1,51.66,46.5247,0.554,0.628,0.364115,0.3725
SPU_005924,Sp-Hypp_12,hypothetical protein-12,none,1012,651,0.0749,0.3915,0.19134,2.4537,0.14447,-4327.24,-4308.19,-4308.03,0.306132,0.38721,0.413946,1,58.05,54.2298,0.507,0.524,0.346044,0.341026
SPU_014164,Sp-Barh1,BARH1,none,399,313,0.0208,0.34,0.06121,3.80106,0.01204,-1801.66,-1799.13,-1798.97,0.305862,0.38721,0.413946,1,53.48,45.1359,0.542,0.593,0.351306,0.371
SPU_006446,Sp-Rbm28,RNA binding motif protein 28,NP_060547,386,228,0.0489,0.6911,0.07078,1.82413,0.02139,-1518.18,-1503.9,-1503.74,0.305412,0.387563,0.414167,1,54.36,44.1642,0.516,0.636,0.34464,0.368
SPU_000687,Sp-Ambra1,autophagy/beclin 1 regulator 1,CAM14517.1,823,561,0.0248,0.3911,0.06334,2.4938,0.03371,-3418.14,-3413.18,-3413.03,0.304296,0.388179,0.414553,1,55.83,47.797,0.547,0.573,0.354582,0.376763
SPU_004488,Sp-Hypp_1529,hypothetical protein-1529; sortilin-related receptor-like,AAI72714.1,298,172,0.0255,0.8761,0.02907,3.47795,0.04278,-1151.22,-1146.47,-1146.32,0.302644,0.38862,0.414828,1,59.63,49.0737,0.527,0.55,0.362319,0.333
SPU_012049,Sp-Fdx1,"Adrenodoxin, mitochondrial precursor (Adrenal ferredoxin) (Hepatoredoxin) (Ferredoxin 1)",113471,151,139,0.0637,0.2915,0.21847,2.76122,0.12478,-833.536,-828.485,-828.334,0.30167,0.389236,0.415213,1,44.66,56.2444,0.389,0.288,0.364162,0.3555
SPU_025188,Sp-Adck3,none,NP_064632,730,300,0.0391,0.3484,0.1123,1.88287,0.06038,-1798.13,-1791.23,-1791.08,0.299786,0.390381,0.415926,1,53.75,53.5583,0.46,0.419,0.32778,0.359
SPU_024605,Sp-Plakg/GcL,none,none,522,370,0.0089,0.2959,0.03006,2.66003,0.02249,-2035.65,-2033.7,-2033.55,0.299124,0.390558,0.416036,1,51.52,48.9445,0.504,0.504,0.32045,0.36
SPU_008311,Sp-Pex13,peroxisome biogenesis factor 13,EDL97993.1,500,195,0.0633,0.3348,0.18895,3.3369,0.06345,-1256.96,-1254.78,-1254.63,0.29827,0.390734,0.416146,1,56.95,52.8427,0.539,0.545,0.344863,0.366
SPU_003922,Sp-Soat1,Sterol O-acyltransferase 1 (Cholesterol acyltransferase 1) (Acyl coenzyme A:cholesterol acyltransferase 1) (ACAT-1),18202591,358,267,0.0374,0.2765,0.13521,4.7114,0.14492,-1532.43,-1527.36,-1527.21,0.297668,0.391262,0.416474,1,55.97,49.5914,0.466,0.547,0.362709,0.3235
SPU_019535,Sp-Ankrd55,ankyrin repeat domain 55,NP_078945.2,674,551,0.0413,0.4168,0.099,2.24854,0.07333,-3505.38,-3490.56,-3490.41,0.297062,0.39135,0.416529,1,57.1,53.686,0.492,0.489,0.351344,0.3175
SPU_021585,Sp-Snx29,sorting nexin 29,NP_083240.1,986,599,0.0243,0.2889,0.084,1.66003,0.00175,-3333.71,-3323.51,-3323.36,0.296976,0.39135,0.416529,1,53.85,55.647,0.461,0.393,0.342022,0.3865
SPU_022370,Sp-Echs1,"Enoyl-CoA hydratase, mitochondrial precursor (Short chain enoyl-CoA hydratase) (SCEH) (Enoyl-CoA hydratase 1) ",119119,295,224,0.0551,0.3042,0.1813,1.95459,0.16821,-1379.3,-1371.11,-1370.96,0.296494,0.391526,0.416638,1,55.61,51.5929,0.492,0.484,0.379764,0.360874
SPU_019380,Sp-Ccdc33,coiled-coil domain containing 33,NP_079331.3,1002,530,0.054,0.262,0.2062,2.21699,0.18594,-3204.98,-3189.47,-3189.32,0.2957,0.391703,0.416748,1,54.97,50.9947,0.496,0.489,0.343284,0.347601
SPU_026729,Sp-Orpk1L_10,"opioid receptor, kappa 1-like-10",EDM11579.1,401,223,0.0684,0.2352,0.29082,2.72733,0.13963,-1351.8,-1347.39,-1347.24,0.292834,0.39276,0.417403,1,55.53,54.8142,0.467,0.492,NULL,0.3845
SPU_017652,Sp-Gba_5,Glucosylceramidase precursor (Beta-glucocerebrosidase) (Acid beta-glucosidase) (D-glucosyl-N-acylsphingosine glucohydrolase)  ,121284,522,193,0.0521,0.4046,0.12876,2.93855,0.0627,-1219.98,-1212.38,-1212.23,0.292704,0.392848,0.417457,1,53.89,49.7013,0.488,0.511,0.352586,0.343494
SPU_004356,Sp-Ankrd50,ankyrin repeat domain 50,XP_606363.3,1587,1354,0.0153,0.2304,0.06624,2.30137,0.0055,-7185.25,-7179.01,-7178.86,0.292496,0.392848,0.417457,1,52.98,53.7512,0.479,0.394,NULL,0.3795
SPU_024693,Sp-Nudt19,"nudix motif 19; nucleoside diphosphate-linked moiety X motif 19, mitochondrial",NP_001088716.1,261,113,0.0539,0.2562,0.21042,1.64119,0.10544,-659.586,-655.058,-654.913,0.29015,0.393993,0.418165,1,59.23,58.1272,0.453,0.46,NULL,0.367222
SPU_017719,Sp-Pde5_2,cGMP-specific PDE5,DQ073640,246,225,0.0462,0.1886,0.24486,1.77032,0.229,-1249.68,-1246.32,-1246.18,0.287856,0.394697,0.4186,1,58.9,46.3786,0.505,0.58,0.329728,0.342
SPU_019569,Sp-Brd8_1,bromodomain containing 8-1,EDK97096.1,570,395,0.037,0.3194,0.11585,2.29482,0.13168,-2331.28,-2321.22,-2321.07,0.286882,0.395402,0.419034,1,54.79,48.1416,0.511,0.544,0.346173,0.360891
SPU_005402,Sp-C14orf18L,proline racemease-like; human chromosome 14 open reading frame 149,EAW80752.1,347,133,0.0411,0.2628,0.15638,2.01201,0.14818,-771.2,-767.689,-767.546,0.284854,0.396283,0.419576,1,61,55.2488,0.52,0.543,0.377033,0.351
SPU_018483,Sp-Erg,Fli,AAR92036,524,486,0.013,0.2857,0.04536,1.89625,0.03798,-2633.97,-2630.25,-2630.11,0.284344,0.396371,0.41963,1,55.91,45.4542,0.551,0.591,0.3616,0.3765
SPU_010665,Sp-Hypp_1931,hypothetical protein-1931,none,304,160,0.1304,0.2357,0.55307,1.86282,0.47608,-1081.74,-1079.24,-1079.1,0.283298,0.396547,0.419738,1,51.47,52.2422,0.537,0.394,0.371796,0.3535
SPU_015643,Sp-Pot1h,POT1 protection of telomeres 1 homolog (S. pombe); protection of telomeres protein 1,AAW22614.1,779,430,0.0682,0.3773,0.18069,2.48474,0.12465,-2808.15,-2793.89,-2793.75,0.28287,0.396811,0.4199,1,56.42,56.7444,0.456,0.435,0.329524,0.3615
SPU_004596,Sp-U2A,U2 small nuclear ribonucleoprotein A' (U2 snRNP-A'),P09661,237,145,0.0247,0.2484,0.09957,1.84197,0.0779,-776.262,-772.466,-772.325,0.282324,0.396988,0.420009,1,49.87,53.2682,0.465,0.463,0.367328,0.323
SPU_028607,Sp-Bpr,"Bcl-2 related proline-rich protein, Bcl2L12",NP_776319.1,314,163,0.0857,0.4243,0.20199,1.81045,0.22773,-1073.75,-1064.87,-1064.73,0.281506,0.397428,0.420279,1,52.45,46.5651,0.506,0.552,0.33907,0.36
SPU_010944,Sp-Ntan1,N-terminal asparagine amidohydrolase,AAP97215.1,296,224,0.0747,0.2731,0.27346,2.36601,0.16183,-1413.17,-1406.92,-1406.78,0.281398,0.397692,0.420441,1,60.41,51.7429,0.486,0.479,0.334586,0.3085
SPU_020646,Sp-RorL,none,M97675,1076,895,0.0182,0.5281,0.03452,1.8886,0.01146,-5536.64,-5524.6,-5524.46,0.281386,0.397692,0.420441,1,54.15,46.116,0.524,0.599,0.362876,0.3705
SPU_025582,Sp-Ccdc132_1,coiled-coil domain containing 132-1,AAH43092.1,390,198,0.0353,0.3282,0.10746,1.65678,0.0412,-1147.45,-1142.62,-1142.48,0.28135,0.397692,0.420441,1,54.37,53.2109,0.462,0.492,0.367225,0.3885
SPU_024557,Sp-Trpm3_6,"transient receptor potential cation channel, subfamily M, member",54144620,536,382,0.0426,0.3342,0.12757,2.22957,0.01365,-2321.73,-2309,-2308.86,0.281212,0.39778,0.420495,1,57.1,52.2913,0.496,0.542,0.350982,0.364084
SPU_010520,Sp-Aof2,Lysine-specific histone demethylase 1 (Amine oxidase flavin containing domain protein 2) (AOF2 protein) (BRAF35-HDAC complex protein BHC110),51315808,872,555,0.0065,0.3715,0.01755,3.08724,0.00969,-3106.08,-3104.05,-3103.91,0.281158,0.39778,0.420495,1,54.5,46.6094,0.531,0.594,0.341982,0.39
SPU_021512,Sp-Papol,"PAPOLA, Papola, PAP1, PAPOLG, Papolg",XP_780989,666,582,0.0294,0.2782,0.10552,1.58923,0.09547,-3327.52,-3310.92,-3310.78,0.280438,0.398133,0.420711,1,55.92,52.869,0.47,0.471,0.328249,0.338
SPU_025977,Sp-Hypp_2809,"hypothetical protein-2809; synuclein, alpha interacting protein (synphilin)-like",BAE21118.1,406,323,0.09,0.4058,0.22187,2.52394,0.16154,-2253.47,-2240.23,-2240.09,0.28041,0.398133,0.420711,1,56.76,54.1105,0.476,0.462,0.296955,0.3755
SPU_021210,Sp-Tead4,none,NP_068780.1,342,273,0.0121,0.1669,0.07224,5.85445,0.06116,-1381.06,-1379.13,-1378.99,0.280334,0.398133,0.420711,1,49.21,43.0187,0.5,0.541,0.362175,0.379206
SPU_020026,Sp-Slc5a7_4,High-affinity choline transporter 1 (Solute carrier family 5 member 7) (Hemicholinium-3-sensitive choline transporter) (CHT) ,56404957,528,444,0.0537,0.2888,0.18585,2.5294,0.17613,-2735.59,-2722.16,-2722.02,0.279506,0.398309,0.420818,1,57.46,50.215,0.501,0.535,0.35161,0.344
SPU_011001,Sp-Z257,none,AAH12989,1337,1135,0.0703,0.2729,0.25756,2.88775,0.18723,-7038.55,-7016.67,-7016.54,0.278958,0.398309,0.420818,1,55.82,55.3838,0.48,0.498,0.342205,0.418787
SPU_027472,Sp-Ia1,z176,CAG01469,570,508,0.0449,0.2482,0.18078,2.69516,0.07877,-2948.38,-2938.39,-2938.25,0.278644,0.398573,0.42098,1,56.47,53.9001,0.508,0.509,0.325286,0.382
SPU_013167,Sp-Vstcnlr,none,AAQ22364.1,344,310,0.0309,0.3216,0.09606,2.02157,0.08674,-1791.86,-1780.43,-1780.29,0.278196,0.398573,0.42098,1,57.27,53.1297,0.494,0.592,NULL,0.407
SPU_007583,Sp-B3galt1_5,"Beta-1,3-galactosyltransferase 1 (Beta-1,3-GalTase 1) (Beta3GalT1) (UDP-galactose:beta-N-acetyl-glucosamine-beta-1,3-galactosyltransferase 1)",61212254,363,259,0.0992,0.2852,0.34783,2.10818,0.05313,-1713.35,-1709.95,-1709.81,0.278062,0.398661,0.421034,1,59.49,53.5412,0.468,0.499,0.322726,0.3745
SPU_016055,Sp-Nidogen,none,NP_002499.1,918,626,0.0528,0.267,0.19784,2.17632,0.11579,-3752.01,-3738.36,-3738.22,0.277662,0.399013,0.421249,1,51.47,46.5948,0.505,0.477,0.325319,0.3155
